record_number,district,mandal,date,rain_mm,min_temp_c,max_temp_c,min_humidity,max_humidity,min_wind_speed_kmph,max_wind_speed_kmph
7414,Mancherial,Kasipet,05-Jan-22,0.0,12.7,30.0,39.0,92.4,0.0,1.5
7415,Mancherial,Kasipet,06-Jan-22,0.0,14.9,30.6,53.9,95.0,0.0,0.4
7416,Mancherial,Kasipet,07-Jan-22,0.0,15.3,30.0,52.5,94.9,0.0,0.4
7417,Mancherial,Kasipet,08-Jan-22,0.0,16.3,30.6,49.3,94.7,0.0,0.4
7418,Mancherial,Kasipet,09-Jan-22,0.0,17.9,30.2,59.2,95.5,0.0,0.7
7419,Mancherial,Kasipet,10-Jan-22,0.0,19.8,30.0,62.9,94.9,0.0,0.9
7420,Mancherial,Kasipet,11-Jan-22,16.8,20.5,26.8,74.9,100.0,0.0,0.3
7421,Mancherial,Kasipet,12-Jan-22,24.4,17.9,22.5,98.6,100.0,0.0,1.9
7422,Mancherial,Kasipet,13-Jan-22,0.0,18.8,21.4,96.8,100.0,0.0,1.6
7423,Mancherial,Kasipet,14-Jan-22,0.0,20.6,26.7,73.9,96.0,0.0,1.4
7424,Mancherial,Kasipet,15-Jan-22,17.4,18.5,28.6,73.8,100.0,0.0,0.8
7425,Mancherial,Kasipet,16-Jan-22,0.0,17.8,24.9,85.7,100.0,0.0,1.2
7426,Mancherial,Kasipet,17-Jan-22,0.0,17.4,27.0,72.1,95.8,0.0,0.8
7427,Mancherial,Kasipet,18-Jan-22,0.0,15.5,29.4,56.4,95.3,0.0,1.2
7428,Mancherial,Kasipet,19-Jan-22,0.0,15.8,30.6,53.9,95.0,0.0,0.3
7429,Mancherial,Kasipet,20-Jan-22,0.0,14.3,28.8,48.7,94.2,0.0,1.7
7430,Mancherial,Kasipet,21-Jan-22,0.0,16.6,30.6,50.3,93.1,0.0,0.5
7431,Mancherial,Kasipet,22-Jan-22,0.0,14.0,30.9,40.0,91.8,0.0,2.1
7432,Mancherial,Kasipet,23-Jan-22,0.0,17.6,32.3,43.8,94.5,0.0,0.8
7433,Mancherial,Kasipet,24-Jan-22,0.0,15.9,30.0,42.0,92.0,0.0,1.2
7434,Mancherial,Kasipet,25-Jan-22,0.0,15.5,26.5,46.1,84.2,0.0,2.1
7435,Mancherial,Kasipet,26-Jan-22,0.0,14.4,28.0,47.7,84.6,0.0,1.3
7436,Mancherial,Kasipet,27-Jan-22,0.0,12.8,27.1,46.1,88.3,0.0,1.7
7437,Mancherial,Kasipet,28-Jan-22,0.0,9.8,26.9,42.9,87.1,0.0,1.9
7438,Mancherial,Kasipet,29-Jan-22,0.0,10.0,26.5,34.8,86.1,0.0,2.0
7439,Mancherial,Kasipet,30-Jan-22,0.0,11.1,28.5,26.7,81.9,0.0,1.0
7440,Mancherial,Kasipet,31-Jan-22,0.0,11.5,31.8,32.1,84.6,0.0,0.5
7441,Mancherial,Kotapalle,01-Jan-22,0.0,16.6,29.8,59.3,100.0,0.0,6.5
7442,Mancherial,Kotapalle,02-Jan-22,0.0,14.0,30.1,37.4,100.0,0.0,7.7
7443,Mancherial,Kotapalle,03-Jan-22,0.0,14.3,31.0,32.6,100.0,0.0,3.7
7444,Mancherial,Kotapalle,04-Jan-22,0.0,13.5,30.7,35.1,100.0,0.0,6.2
7445,Mancherial,Kotapalle,05-Jan-22,0.0,13.8,31.5,31.9,100.0,0.0,4.7
7446,Mancherial,Kotapalle,06-Jan-22,0.0,14.6,30.0,41.9,100.0,0.0,4.9
7447,Mancherial,Kotapalle,07-Jan-22,0.0,15.5,31.1,39.1,100.0,0.0,8.1
7448,Mancherial,Kotapalle,08-Jan-22,0.0,15.5,30.6,35.6,100.0,0.0,9.1
7449,Mancherial,Kotapalle,09-Jan-22,0.0,18.2,30.6,40.2,100.0,0.0,7.9
7450,Mancherial,Kotapalle,10-Jan-22,0.0,19.5,29.7,45.3,100.0,0.0,10.7
7451,Mancherial,Kotapalle,11-Jan-22,0.3,20.0,27.7,69.5,100.0,0.0,5.9
7452,Mancherial,Kotapalle,12-Jan-22,12.9,18.8,25.3,81.5,100.0,0.0,6.5
7453,Mancherial,Kotapalle,13-Jan-22,5.1,19.5,25.3,79.3,100.0,0.0,6.5
7454,Mancherial,Kotapalle,14-Jan-22,0.6,19.8,28.0,72.6,100.0,0.0,10.6
7455,Mancherial,Kotapalle,15-Jan-22,6.5,18.3,29.8,67.4,100.0,0.0,8.5
7456,Mancherial,Kotapalle,16-Jan-22,0.0,17.0,26.8,75.9,100.0,0.0,9.4
7457,Mancherial,Kotapalle,17-Jan-22,0.6,16.9,28.3,53.6,100.0,0.0,6.9
7458,Mancherial,Kotapalle,18-Jan-22,0.0,15.0,30.7,36.8,100.0,0.0,9.6
7459,Mancherial,Kotapalle,19-Jan-22,0.0,14.7,29.9,37.9,100.0,0.0,6.1
7460,Mancherial,Kotapalle,20-Jan-22,0.0,13.3,28.9,46.2,100.0,0.0,9.0
7461,Mancherial,Kotapalle,21-Jan-22,0.0,16.3,31.1,32.6,100.0,0.0,7.4
7462,Mancherial,Kotapalle,22-Jan-22,0.0,14.9,31.1,33.2,98.2,0.0,11.3
7463,Mancherial,Kotapalle,23-Jan-22,0.0,17.7,32.0,35.3,100.0,0.0,8.6
7464,Mancherial,Kotapalle,24-Jan-22,0.0,16.4,29.5,35.5,91.7,0.0,12.7
7465,Mancherial,Kotapalle,25-Jan-22,0.0,15.3,27.1,38.5,86.5,0.0,9.8
7466,Mancherial,Kotapalle,26-Jan-22,0.0,15.5,27.7,35.8,86.1,0.0,7.9
7467,Mancherial,Kotapalle,27-Jan-22,0.0,14.2,28.7,38.5,83.9,0.0,9.4
7468,Mancherial,Kotapalle,28-Jan-22,0.0,10.9,27.3,32.9,94.9,0.0,9.8
7469,Mancherial,Kotapalle,29-Jan-22,0.0,10.4,26.9,22.5,84.4,0.0,8.4
7470,Mancherial,Kotapalle,30-Jan-22,0.0,7.8,28.9,17.3,96.6,0.0,8.2
7471,Mancherial,Kotapalle,31-Jan-22,0.0,8.6,30.5,18.8,100.0,0.0,9.0
7472,Mancherial,Luxettipet,01-Jan-22,0.0,16.6,28.7,54.9,93.1,0.0,8.9
7473,Mancherial,Luxettipet,02-Jan-22,0.0,15.8,29.7,48.5,92.4,0.0,7.1
7474,Mancherial,Luxettipet,03-Jan-22,0.0,15.1,30.2,38.2,92.9,0.0,7.9
7475,Mancherial,Luxettipet,04-Jan-22,0.0,15.2,29.5,45.6,93.4,0.0,12.7
7476,Mancherial,Luxettipet,05-Jan-22,0.0,13.9,29.7,43.9,90.9,0.0,9.4
7477,Mancherial,Luxettipet,06-Jan-22,0.0,15.9,29.2,52.8,94.2,0.0,6.3
7478,Mancherial,Luxettipet,07-Jan-22,0.0,16.1,29.3,48.5,92.9,0.0,8.4
7479,Mancherial,Luxettipet,08-Jan-22,0.0,18.2,29.3,49.6,86.0,0.0,11.1
7480,Mancherial,Luxettipet,09-Jan-22,0.0,19.9,29.7,58.3,91.4,0.0,8.1
7481,Mancherial,Luxettipet,10-Jan-22,0.0,19.9,28.7,58.9,90.5,0.0,11.3
7482,Mancherial,Luxettipet,11-Jan-22,16.3,20.7,27.4,65.4,94.9,0.0,11.7
7483,Mancherial,Luxettipet,12-Jan-22,9.6,19.1,23.7,81.0,100.0,0.0,8.6
7484,Mancherial,Luxettipet,13-Jan-22,0.0,19.5,23.7,77.0,92.6,0.0,5.3
7485,Mancherial,Luxettipet,14-Jan-22,0.0,21.3,26.9,68.3,92.9,0.4,8.4
7486,Mancherial,Luxettipet,15-Jan-22,7.2,19.6,27.9,69.2,96.0,1.1,12.3
7487,Mancherial,Luxettipet,16-Jan-22,0.0,17.6,26.7,65.9,98.3,0.0,10.1
7488,Mancherial,Luxettipet,17-Jan-22,0.0,20.4,27.8,64.9,95.3,0.0,8.2
7489,Mancherial,Luxettipet,18-Jan-22,0.0,16.5,28.7,52.8,92.9,0.0,6.5
7490,Mancherial,Luxettipet,19-Jan-22,0.0,16.6,28.7,47.9,98.0,0.0,7.0
7491,Mancherial,Luxettipet,20-Jan-22,0.0,16.7,28.8,48.5,97.4,0.0,6.2
7492,Mancherial,Luxettipet,21-Jan-22,0.0,18.1,30.1,40.5,97.1,0.0,6.6
7493,Mancherial,Luxettipet,22-Jan-22,0.0,16.4,30.0,44.5,88.5,0.0,12.2
7494,Mancherial,Luxettipet,23-Jan-22,0.0,18.8,30.9,43.3,91.6,0.0,7.7
7495,Mancherial,Luxettipet,24-Jan-22,0.0,18.9,29.4,42.2,83.9,0.0,12.7
7496,Mancherial,Luxettipet,25-Jan-22,0.0,17.8,26.7,43.5,68.5,0.0,9.0
7497,Mancherial,Luxettipet,26-Jan-22,0.0,15.4,27.1,43.5,71.7,0.0,7.3
7498,Mancherial,Luxettipet,27-Jan-22,0.0,15.9,28.2,42.4,69.0,1.5,9.2
7499,Mancherial,Luxettipet,28-Jan-22,0.0,12.2,27.7,40.1,70.3,0.0,7.9
7500,Mancherial,Luxettipet,29-Jan-22,0.0,10.0,27.1,37.9,83.5,0.0,8.9
7501,Mancherial,Luxettipet,30-Jan-22,0.0,12.8,28.0,33.2,88.9,0.0,6.7
7502,Mancherial,Luxettipet,31-Jan-22,0.0,12.2,30.0,32.8,92.2,0.0,7.9
7503,Mancherial,Mancherial,01-Jan-22,0.0,18.2,28.5,68.5,94.7,0.0,2.4
7504,Mancherial,Mancherial,02-Jan-22,0.0,16.7,29.5,58.5,96.2,0.0,1.9
7505,Mancherial,Mancherial,03-Jan-22,0.0,16.3,30.8,53.2,94.2,0.0,0.8
7506,Mancherial,Mancherial,04-Jan-22,0.0,16.0,30.9,52.1,96.1,0.0,1.4
7507,Mancherial,Mancherial,05-Jan-22,0.0,14.8,30.5,46.5,93.6,0.0,1.9
7508,Mancherial,Mancherial,06-Jan-22,0.0,16.4,29.4,64.1,97.9,0.0,0.6
7509,Mancherial,Mancherial,07-Jan-22,0.0,16.6,31.8,59.2,97.0,0.0,1.5
7510,Mancherial,Mancherial,08-Jan-22,0.0,17.7,29.4,58.9,95.7,0.0,2.1
7511,Mancherial,Mancherial,09-Jan-22,0.0,21.0,29.7,64.9,93.8,0.0,2.5
7512,Mancherial,Mancherial,10-Jan-22,0.0,20.9,28.4,72.1,94.8,0.0,1.6
7513,Mancherial,Mancherial,11-Jan-22,7.9,21.2,27.8,74.3,99.8,0.0,1.5
7514,Mancherial,Mancherial,12-Jan-22,25.5,19.6,24.0,86.6,100.0,0.0,2.4
7515,Mancherial,Mancherial,13-Jan-22,0.0,20.0,23.8,85.9,96.5,0.0,2.4
7516,Mancherial,Mancherial,14-Jan-22,0.0,20.6,27.2,77.5,98.0,0.0,3.0
7517,Mancherial,Mancherial,15-Jan-22,24.5,19.4,27.7,78.0,100.0,0.0,4.5
7518,Mancherial,Mancherial,16-Jan-22,0.0,18.1,27.4,76.3,97.4,0.0,2.1
7519,Mancherial,Mancherial,17-Jan-22,0.0,18.7,26.9,75.3,97.9,0.0,3.1
7520,Mancherial,Mancherial,18-Jan-22,0.0,16.4,29.1,62.2,98.2,0.0,2.9
7521,Mancherial,Mancherial,19-Jan-22,0.0,16.5,29.3,60.5,97.9,0.0,1.0
7522,Mancherial,Mancherial,20-Jan-22,0.0,15.7,29.3,61.2,97.5,0.0,1.7
7523,Mancherial,Mancherial,21-Jan-22,0.0,17.2,30.7,51.4,96.5,0.0,0.8
7524,Mancherial,Mancherial,22-Jan-22,0.0,15.3,30.8,50.1,94.7,0.0,2.2
7525,Mancherial,Mancherial,23-Jan-22,0.0,19.1,31.2,50.6,95.3,0.0,1.0
7526,Mancherial,Mancherial,24-Jan-22,0.0,16.9,30.3,51.2,90.6,0.0,2.7
7527,Mancherial,Mancherial,25-Jan-22,0.0,16.4,26.8,51.7,88.4,0.0,2.6
7528,Mancherial,Mancherial,26-Jan-22,0.0,17.4,28.0,53.8,75.9,0.0,2.5
7529,Mancherial,Mancherial,27-Jan-22,0.0,15.8,27.8,53.2,78.6,0.0,2.7
7530,Mancherial,Mancherial,28-Jan-22,0.0,12.0,26.9,50.5,87.8,0.0,2.5
7531,Mancherial,Mancherial,29-Jan-22,0.0,12.4,26.8,39.3,82.7,0.0,2.8
7532,Mancherial,Mancherial,30-Jan-22,0.0,10.6,28.2,27.9,90.9,0.0,1.8
7533,Mancherial,Mancherial,31-Jan-22,0.0,11.0,29.8,31.4,92.4,0.0,0.9
7534,Mancherial,Mandamarri,01-Jan-22,0.0,18.0,27.5,62.9,83.7,0.0,1.5
7535,Mancherial,Mandamarri,02-Jan-22,0.0,16.9,28.4,55.0,84.0,0.0,1.5
7536,Mancherial,Mandamarri,03-Jan-22,0.0,17.0,29.3,49.4,82.3,0.0,1.2
7537,Mancherial,Mandamarri,04-Jan-22,0.0,15.5,29.3,51.1,84.1,0.0,1.5
7538,Mancherial,Mandamarri,05-Jan-22,0.0,13.7,29.3,45.8,83.7,0.0,1.6
7539,Mancherial,Mandamarri,06-Jan-22,0.0,15.2,28.5,57.1,85.3,0.0,0.8
7540,Mancherial,Mandamarri,07-Jan-22,0.0,15.0,29.3,53.1,84.8,0.0,1.4
7541,Mancherial,Mandamarri,08-Jan-22,0.0,15.6,29.4,51.2,84.6,0.0,1.5
7542,Mancherial,Mandamarri,09-Jan-22,0.0,19.1,29.1,59.1,83.9,0.0,1.8
7543,Mancherial,Mandamarri,10-Jan-22,0.0,19.9,28.4,63.9,84.4,0.0,1.6
7544,Mancherial,Mandamarri,11-Jan-22,5.9,21.0,27.0,68.7,84.8,0.0,1.2
7545,Mancherial,Mandamarri,12-Jan-22,8.0,18.0,23.1,82.0,98.5,0.0,2.3
7546,Mancherial,Mandamarri,13-Jan-22,0.0,19.5,22.7,80.1,84.8,0.0,1.6
7547,Mancherial,Mandamarri,14-Jan-22,0.0,20.5,25.9,72.1,84.6,0.0,2.1
7548,Mancherial,Mandamarri,15-Jan-22,9.9,19.1,27.0,71.6,85.2,0.0,2.3
7549,Mancherial,Mandamarri,16-Jan-22,0.0,17.7,24.9,74.1,85.0,0.0,1.7
7550,Mancherial,Mandamarri,17-Jan-22,0.0,18.2,25.9,69.2,84.4,0.0,1.9
7551,Mancherial,Mandamarri,18-Jan-22,0.0,15.6,28.3,56.8,84.8,0.0,2.1
7552,Mancherial,Mandamarri,19-Jan-22,0.0,16.1,28.6,56.4,84.6,0.0,1.1
7553,Mancherial,Mandamarri,20-Jan-22,0.0,14.5,27.8,54.4,85.1,0.0,1.8
7554,Mancherial,Mandamarri,21-Jan-22,0.0,16.7,29.6,49.9,84.7,0.0,0.9
7555,Mancherial,Mandamarri,22-Jan-22,0.0,14.5,30.1,45.6,84.1,0.0,2.0
7556,Mancherial,Mandamarri,23-Jan-22,0.0,17.9,30.9,46.4,84.5,0.0,1.5
7557,Mancherial,Mandamarri,24-Jan-22,0.0,17.5,29.2,47.5,79.3,0.0,2.1
7558,Mancherial,Mandamarri,25-Jan-22,0.0,16.2,26.0,49.7,76.1,0.0,2.0
7559,Mancherial,Mandamarri,26-Jan-22,0.0,16.4,26.5,49.9,73.0,0.0,2.0
7560,Mancherial,Mandamarri,27-Jan-22,0.0,15.3,27.2,49.7,74.3,0.0,2.0
7561,Mancherial,Mandamarri,28-Jan-22,0.0,11.4,26.2,46.9,79.3,0.0,2.2
7562,Mancherial,Mandamarri,29-Jan-22,0.0,11.1,25.2,41.5,79.1,0.0,2.2
7563,Mancherial,Mandamarri,30-Jan-22,0.0,9.8,27.2,34.8,83.0,0.0,1.4
7564,Mancherial,Mandamarri,31-Jan-22,0.0,10.8,30.0,37.8,83.3,0.0,0.9
7565,Mancherial,Naspur,01-Jan-22,0.0,17.8,29.1,71.5,100.0,0.0,7.3
7566,Mancherial,Naspur,02-Jan-22,0.0,16.2,31.1,52.8,100.0,0.0,5.6
7567,Mancherial,Naspur,03-Jan-22,0.0,15.9,31.7,44.8,100.0,0.0,7.2
7568,Mancherial,Naspur,04-Jan-22,0.0,15.8,30.0,46.6,100.0,0.0,5.7
7569,Mancherial,Naspur,05-Jan-22,0.0,15.0,31.7,37.3,100.0,0.0,8.9
7570,Mancherial,Naspur,06-Jan-22,0.0,16.4,30.7,55.5,100.0,0.0,6.5
7571,Mancherial,Naspur,07-Jan-22,0.0,16.5,31.6,47.0,100.0,0.0,5.4
7572,Mancherial,Naspur,08-Jan-22,0.0,17.2,31.2,50.5,100.0,0.0,10.0
7573,Mancherial,Naspur,09-Jan-22,0.0,20.5,31.2,61.8,100.0,0.0,10.2
7574,Mancherial,Naspur,10-Jan-22,0.0,20.5,29.1,78.5,100.0,0.0,6.5
7575,Mancherial,Naspur,11-Jan-22,5.3,20.8,27.8,84.3,100.0,0.0,7.2
7576,Mancherial,Naspur,12-Jan-22,32.3,18.9,24.6,98.9,100.0,0.0,9.0
7577,Mancherial,Naspur,13-Jan-22,0.0,20.2,24.3,84.3,95.8,0.0,4.9
7578,Mancherial,Naspur,14-Jan-22,0.5,20.4,27.6,56.5,100.0,1.7,7.4
7579,Mancherial,Naspur,15-Jan-22,10.0,19.4,28.1,94.0,100.0,0.0,9.6
7580,Mancherial,Naspur,16-Jan-22,0.0,17.4,28.4,79.9,96.7,0.0,6.5
7581,Mancherial,Naspur,17-Jan-22,0.0,17.8,27.4,79.1,98.0,0.0,6.7
7582,Mancherial,Naspur,18-Jan-22,0.0,16.0,30.8,65.5,100.0,0.0,5.4
7583,Mancherial,Naspur,19-Jan-22,0.0,16.1,29.8,59.7,100.0,0.0,5.6
7584,Mancherial,Naspur,20-Jan-22,0.0,15.1,30.0,61.9,100.0,0.0,3.9
7585,Mancherial,Naspur,21-Jan-22,0.0,17.2,32.6,36.2,100.0,0.0,4.1
7586,Mancherial,Naspur,22-Jan-22,0.0,14.8,31.9,45.8,100.0,0.0,12.9
7587,Mancherial,Naspur,23-Jan-22,0.0,18.6,32.8,42.1,100.0,0.0,8.7
7588,Mancherial,Naspur,24-Jan-22,0.0,16.8,29.8,48.4,100.0,0.0,12.3
7589,Mancherial,Naspur,25-Jan-22,0.0,15.0,28.0,46.8,100.0,0.0,4.9
7590,Mancherial,Naspur,26-Jan-22,0.0,16.3,28.6,45.4,85.5,0.0,6.7
7591,Mancherial,Naspur,27-Jan-22,0.0,16.1,29.1,43.0,84.1,0.0,5.4
7592,Mancherial,Naspur,28-Jan-22,0.0,11.2,28.6,39.4,98.3,0.0,5.9
7593,Mancherial,Naspur,29-Jan-22,0.0,10.0,28.7,27.4,97.2,0.0,6.5
7594,Mancherial,Naspur,30-Jan-22,0.0,11.0,30.1,14.2,100.0,0.0,7.4
7595,Mancherial,Naspur,31-Jan-22,0.0,11.6,32.8,14.4,100.0,0.0,4.7
7596,Mancherial,Nennal,01-Jan-22,0.0,16.8,27.8,65.9,96.3,0.1,7.6
7597,Mancherial,Nennal,02-Jan-22,0.0,16.5,29.9,52.8,93.4,0.0,2.1
7598,Mancherial,Nennal,03-Jan-22,0.0,16.2,30.0,48.9,93.1,0.0,1.8
7599,Mancherial,Nennal,04-Jan-22,0.0,15.6,29.8,50.6,92.8,0.0,4.3
7600,Mancherial,Nennal,05-Jan-22,0.0,13.0,29.7,44.8,93.0,0.0,2.2
7601,Mancherial,Nennal,06-Jan-22,0.0,14.0,29.0,58.1,96.7,0.0,1.4
7602,Mancherial,Nennal,07-Jan-22,0.0,15.1,29.8,54.6,96.9,0.0,2.4
7603,Mancherial,Nennal,08-Jan-22,0.0,16.1,30.2,51.8,95.2,0.0,3.2
7604,Mancherial,Nennal,09-Jan-22,0.0,18.3,31.3,55.6,95.8,0.0,3.1
7605,Mancherial,Nennal,10-Jan-22,0.0,20.2,28.6,66.4,94.7,0.0,3.3
7606,Mancherial,Nennal,11-Jan-22,7.4,20.0,27.9,72.4,99.3,0.0,2.3
7607,Mancherial,Nennal,12-Jan-22,37.8,18.8,23.2,91.2,100.0,0.0,4.6
7608,Mancherial,Nennal,13-Jan-22,0.0,18.9,22.3,96.2,100.0,0.0,6.6
7609,Mancherial,Nennal,14-Jan-22,0.0,19.8,26.3,78.5,98.0,0.0,1.8
7610,Mancherial,Nennal,15-Jan-22,8.4,18.6,27.4,76.5,98.0,0.0,3.4
7611,Mancherial,Nennal,16-Jan-22,0.0,17.3,24.9,82.1,98.0,0.7,2.0
7612,Mancherial,Nennal,17-Jan-22,0.0,17.1,27.1,71.6,97.3,0.0,3.7
7613,Mancherial,Nennal,18-Jan-22,0.0,15.2,29.4,57.5,95.7,0.0,1.5
7614,Mancherial,Nennal,19-Jan-22,0.0,15.7,29.0,49.4,95.6,0.0,2.9
7615,Mancherial,Nennal,20-Jan-22,0.0,13.4,28.1,51.4,95.8,0.0,1.7
7616,Mancherial,Nennal,21-Jan-22,0.0,16.0,30.2,49.5,95.3,0.0,1.9
7617,Mancherial,Nennal,22-Jan-22,0.0,13.8,30.2,44.6,95.1,0.0,3.6
7618,Mancherial,Nennal,23-Jan-22,0.0,17.7,31.1,46.4,95.0,0.0,2.9
7619,Mancherial,Nennal,24-Jan-22,0.0,16.5,29.6,44.0,91.2,0.0,2.4
7620,Mancherial,Nennal,25-Jan-22,0.0,15.4,26.1,48.9,82.7,0.0,2.8
7621,Mancherial,Nennal,26-Jan-22,0.0,15.3,27.5,47.9,82.1,0.0,3.2
7622,Mancherial,Nennal,27-Jan-22,0.0,13.8,26.6,48.5,83.9,0.0,2.6
7623,Mancherial,Nennal,28-Jan-22,0.0,11.0,26.2,45.4,86.7,0.0,3.0
7624,Mancherial,Nennal,29-Jan-22,0.0,9.6,26.0,38.0,83.8,0.0,2.4
7625,Mancherial,Nennal,30-Jan-22,0.0,8.9,27.6,28.5,89.2,0.0,1.9
7626,Mancherial,Nennal,31-Jan-22,0.0,10.0,30.7,27.9,90.6,0.0,1.5
7627,Mancherial,Tandur,01-Jan-22,0.0,16.5,27.9,56.5,96.3,0.0,1.0
7628,Mancherial,Tandur,02-Jan-22,0.0,15.9,29.5,52.2,100.0,0.0,1.4
7629,Mancherial,Tandur,03-Jan-22,0.0,15.6,29.9,56.5,88.2,0.0,2.0
7630,Mancherial,Tandur,04-Jan-22,0.0,15.3,29.3,49.3,92.8,0.0,1.6
7631,Mancherial,Tandur,05-Jan-22,0.0,13.5,29.7,42.0,100.0,0.0,1.4
7632,Mancherial,Tandur,06-Jan-22,0.0,15.5,29.5,55.5,96.6,0.0,0.9
7633,Mancherial,Tandur,07-Jan-22,0.0,15.6,29.6,48.3,95.5,0.0,4.0
7634,Mancherial,Tandur,08-Jan-22,0.0,16.9,29.4,42.6,94.6,0.0,5.1
7635,Mancherial,Tandur,09-Jan-22,0.0,18.7,29.0,56.5,100.0,0.0,4.8
7636,Mancherial,Tandur,10-Jan-22,0.0,20.5,28.7,65.1,95.2,0.0,5.1
7637,Mancherial,Tandur,11-Jan-22,6.0,20.4,26.1,77.2,99.4,0.0,1.1
7638,Mancherial,Tandur,12-Jan-22,1.2,17.9,22.7,94.5,99.4,0.0,2.3
7639,Mancherial,Tandur,13-Jan-22,1.6,18.8,22.1,93.2,98.9,0.0,2.0
7640,Mancherial,Tandur,14-Jan-22,0.0,20.4,26.7,75.4,97.3,0.0,1.6
7641,Mancherial,Tandur,15-Jan-22,0.9,18.7,27.6,74.4,98.7,0.0,3.7
7642,Mancherial,Tandur,16-Jan-22,0.0,17.7,24.7,82.8,97.9,0.0,1.9
7643,Mancherial,Tandur,17-Jan-22,0.0,17.2,26.5,72.0,95.8,0.0,1.4
7644,Mancherial,Tandur,18-Jan-22,0.0,15.5,28.5,55.6,95.9,0.0,2.8
7645,Mancherial,Tandur,19-Jan-22,0.0,16.3,29.9,52.5,94.8,0.0,0.8
7646,Mancherial,Tandur,20-Jan-22,0.0,14.3,28.5,51.1,95.2,0.0,1.3
7647,Mancherial,Tandur,21-Jan-22,0.0,17.1,30.2,49.3,91.3,0.0,1.0
7648,Mancherial,Tandur,22-Jan-22,0.0,14.3,30.4,43.9,91.7,0.0,6.4
7649,Mancherial,Tandur,23-Jan-22,0.0,18.0,31.6,44.1,94.5,0.0,3.6
7650,Mancherial,Tandur,24-Jan-22,0.0,16.5,29.6,44.1,88.2,0.0,5.3
7651,Mancherial,Tandur,25-Jan-22,0.0,15.7,25.8,48.1,82.6,0.0,1.9
7652,Mancherial,Tandur,26-Jan-22,0.0,14.5,26.6,49.0,83.2,0.0,4.0
7653,Mancherial,Tandur,27-Jan-22,0.0,13.3,27.5,47.7,84.1,0.0,1.9
7654,Mancherial,Tandur,28-Jan-22,0.0,10.8,26.3,45.0,84.1,0.0,2.4
7655,Mancherial,Tandur,29-Jan-22,0.0,10.1,26.1,37.4,81.2,0.0,1.7
7656,Mancherial,Tandur,30-Jan-22,0.0,10.4,28.1,29.4,85.1,0.0,1.8
7657,Mancherial,Tandur,31-Jan-22,0.0,10.8,30.5,30.3,86.1,0.0,1.0
7658,Mancherial,Vemanpalle,01-Jan-22,0.0,17.0,27.6,54.8,100.0,0.0,1.9
7659,Mancherial,Vemanpalle,02-Jan-22,0.0,14.4,29.1,41.1,100.0,0.0,4.9
7660,Mancherial,Vemanpalle,03-Jan-22,0.0,14.4,29.1,36.2,100.0,0.0,0.7
7661,Mancherial,Vemanpalle,04-Jan-22,0.0,14.1,28.5,38.4,100.0,0.0,2.9
7662,Mancherial,Vemanpalle,05-Jan-22,0.0,12.6,28.8,35.6,100.0,0.0,3.0
7663,Mancherial,Vemanpalle,06-Jan-22,0.0,13.9,28.5,43.8,100.0,0.0,2.9
7664,Mancherial,Vemanpalle,07-Jan-22,0.0,14.3,28.8,41.6,100.0,0.0,5.3
7665,Mancherial,Vemanpalle,08-Jan-22,0.0,16.1,28.9,37.8,100.0,0.0,2.8
7666,Mancherial,Vemanpalle,09-Jan-22,0.0,17.8,29.5,41.1,100.0,0.0,1.3
7667,Mancherial,Vemanpalle,10-Jan-22,0.0,20.3,28.7,49.3,100.0,0.0,0.3
7668,Mancherial,Vemanpalle,11-Jan-22,1.0,20.4,26.7,63.9,100.0,0.0,0.5
7669,Mancherial,Vemanpalle,12-Jan-22,15.6,19.2,24.0,90.9,100.0,0.0,0.7
7670,Mancherial,Vemanpalle,13-Jan-22,1.3,19.5,23.8,87.7,100.0,0.0,5.1
7671,Mancherial,Vemanpalle,14-Jan-22,0.0,20.2,26.2,81.1,100.0,0.0,0.2
7672,Mancherial,Vemanpalle,15-Jan-22,5.1,18.6,26.9,78.4,100.0,0.0,0.4
7673,Mancherial,Vemanpalle,16-Jan-22,0.0,17.7,24.5,82.7,100.0,0.0,3.3
7674,Mancherial,Vemanpalle,17-Jan-22,0.0,17.4,27.3,69.9,100.0,0.0,5.3
7675,Mancherial,Vemanpalle,18-Jan-22,0.0,15.7,28.2,41.6,100.0,0.0,1.2
7676,Mancherial,Vemanpalle,19-Jan-22,0.0,15.3,28.0,40.6,100.0,0.0,3.7
7677,Mancherial,Vemanpalle,20-Jan-22,0.0,13.7,27.0,40.7,100.0,0.0,1.2
7678,Mancherial,Vemanpalle,21-Jan-22,0.0,16.4,29.4,36.2,100.0,0.0,0.3
7679,Mancherial,Vemanpalle,22-Jan-22,0.0,14.1,29.8,33.3,100.0,0.0,11.5
7680,Mancherial,Vemanpalle,23-Jan-22,0.0,18.0,29.9,35.6,100.0,0.0,1.4
7681,Mancherial,Vemanpalle,24-Jan-22,0.0,16.7,28.5,35.6,98.5,0.0,3.6
7682,Mancherial,Vemanpalle,25-Jan-22,0.0,15.7,25.7,37.5,83.6,0.0,9.9
7683,Mancherial,Vemanpalle,26-Jan-22,0.0,15.2,26.0,35.8,91.9,0.0,7.6
7684,Mancherial,Vemanpalle,27-Jan-22,0.0,14.4,27.3,37.5,74.3,0.0,7.2
7685,Mancherial,Vemanpalle,28-Jan-22,0.0,11.3,25.7,34.3,91.2,0.0,9.0
