record_number,district,mandal,date,rain_mm,min_temp_c,max_temp_c,min_humidity,max_humidity,min_wind_speed_kmph,max_wind_speed_kmph
1,Adilabad,Adilabad Rural,01-Jan-22,0.0,14.1,23.8,72.6,99.5,0.0,7.1
2,Adilabad,Adilabad Rural,02-Jan-22,0.0,13.5,27.4,55.6,99.8,0.0,8.0
3,Adilabad,Adilabad Rural,03-Jan-22,0.0,12.9,28.4,44.7,99.0,0.0,7.9
4,Adilabad,Adilabad Rural,04-Jan-22,0.0,12.7,27.6,49.5,99.0,0.0,9.7
5,Adilabad,Adilabad Rural,05-Jan-22,0.0,12.5,28.5,41.9,97.7,0.0,9.5
6,Adilabad,Adilabad Rural,06-Jan-22,0.0,16.2,30.6,40.7,93.3,0.0,8.1
7,Adilabad,Adilabad Rural,07-Jan-22,0.0,16.1,31.4,44.1,89.5,0.0,12.7
8,Adilabad,Adilabad Rural,08-Jan-22,0.0,16.4,28.9,45.3,83.3,0.0,15.7
9,Adilabad,Adilabad Rural,09-Jan-22,0.0,20.7,29.7,55.6,86.1,0.0,17.4
10,Adilabad,Adilabad Rural,10-Jan-22,3.3,18.3,30.2,58.7,99.3,0.0,14.3
11,Adilabad,Adilabad Rural,11-Jan-22,24.5,17.6,23.5,85.9,100.0,0.0,6.1
12,Adilabad,Adilabad Rural,12-Jan-22,10.5,17.2,22.9,84.7,100.0,0.0,9.0
13,Adilabad,Adilabad Rural,13-Jan-22,0.0,14.8,20.1,86.1,100.0,0.0,7.0
14,Adilabad,Adilabad Rural,14-Jan-22,16.3,18.2,24.3,74.5,99.8,0.0,12.1
15,Adilabad,Adilabad Rural,15-Jan-22,0.0,17.4,28.3,58.1,100.0,0.9,6.9
16,Adilabad,Adilabad Rural,16-Jan-22,0.0,13.7,20.0,87.3,100.0,0.0,8.0
17,Adilabad,Adilabad Rural,17-Jan-22,0.0,13.6,25.6,68.9,100.0,0.0,9.5
18,Adilabad,Adilabad Rural,18-Jan-22,0.0,13.3,28.8,49.9,99.8,0.0,6.1
19,Adilabad,Adilabad Rural,19-Jan-22,0.0,13.0,28.7,49.9,98.7,0.0,6.5
20,Adilabad,Adilabad Rural,20-Jan-22,0.0,12.5,28.6,43.6,98.2,0.0,8.5
21,Adilabad,Adilabad Rural,21-Jan-22,0.0,14.2,31.4,34.7,89.3,0.0,9.0
22,Adilabad,Adilabad Rural,22-Jan-22,0.0,13.6,30.4,39.0,90.4,0.0,10.9
23,Adilabad,Adilabad Rural,23-Jan-22,0.0,16.9,32.0,36.4,92.3,0.0,10.6
24,Adilabad,Adilabad Rural,24-Jan-22,0.0,12.1,28.5,43.6,92.6,0.0,7.8
25,Adilabad,Adilabad Rural,25-Jan-22,0.0,10.7,24.5,47.4,95.0,0.0,9.8
26,Adilabad,Adilabad Rural,26-Jan-22,0.0,10.0,26.9,42.1,97.0,0.0,8.6
27,Adilabad,Adilabad Rural,27-Jan-22,0.0,8.0,25.8,42.6,96.5,0.0,8.9
28,Adilabad,Adilabad Rural,28-Jan-22,0.0,7.0,26.1,38.9,97.5,0.0,10.4
29,Adilabad,Adilabad Rural,29-Jan-22,0.0,6.3,26.0,37.7,97.5,0.0,9.5
30,Adilabad,Adilabad Rural,30-Jan-22,0.0,7.9,26.7,32.8,91.4,0.0,11.4
31,Adilabad,Adilabad Rural,31-Jan-22,0.0,10.8,32.5,25.2,84.5,0.0,7.9
32,Adilabad,Adilabad Urban,01-Jan-22,0.0,14.3,28.8,53.7,99.4,0.0,0.4
33,Adilabad,Adilabad Urban,02-Jan-22,0.0,13.5,32.7,39.0,99.3,0.0,0.6
34,Adilabad,Adilabad Urban,03-Jan-22,0.0,13.5,32.4,30.4,98.6,0.0,0.3
35,Adilabad,Adilabad Urban,04-Jan-22,0.0,12.6,29.9,33.0,98.8,0.0,0.9
36,Adilabad,Adilabad Urban,05-Jan-22,0.0,11.4,30.7,26.7,99.1,0.0,3.2
37,Adilabad,Adilabad Urban,06-Jan-22,0.0,15.0,31.0,31.9,99.2,0.0,0.4
38,Adilabad,Adilabad Urban,07-Jan-22,0.0,13.1,32.2,28.0,98.8,0.0,4.5
39,Adilabad,Adilabad Urban,08-Jan-22,0.0,14.8,30.9,29.9,98.0,0.0,1.8
40,Adilabad,Adilabad Urban,09-Jan-22,0.0,16.8,32.3,39.4,97.8,0.0,5.5
41,Adilabad,Adilabad Urban,10-Jan-22,3.9,18.2,30.8,39.9,99.5,0.0,6.2
42,Adilabad,Adilabad Urban,11-Jan-22,2.4,19.4,26.7,69.7,99.5,0.0,1.0
43,Adilabad,Adilabad Urban,12-Jan-22,9.6,18.1,25.0,68.3,99.5,0.0,2.2
44,Adilabad,Adilabad Urban,13-Jan-22,0.0,15.4,21.8,84.1,99.5,0.0,0.5
45,Adilabad,Adilabad Urban,14-Jan-22,2.0,18.1,27.1,69.6,99.5,0.0,0.8
46,Adilabad,Adilabad Urban,15-Jan-22,0.2,17.8,30.1,44.9,99.4,0.0,0.8
47,Adilabad,Adilabad Urban,16-Jan-22,0.0,15.3,21.3,79.8,99.5,0.0,0.5
48,Adilabad,Adilabad Urban,17-Jan-22,0.0,13.9,28.8,64.4,99.7,0.0,2.2
49,Adilabad,Adilabad Urban,18-Jan-22,0.0,13.6,32.2,32.3,99.1,0.0,1.2
50,Adilabad,Adilabad Urban,19-Jan-22,0.0,13.3,31.9,32.3,99.4,0.0,0.5
51,Adilabad,Adilabad Urban,20-Jan-22,0.0,11.9,29.4,29.7,99.4,0.0,0.6
52,Adilabad,Adilabad Urban,21-Jan-22,0.0,13.3,33.3,22.0,97.2,0.0,0.5
53,Adilabad,Adilabad Urban,22-Jan-22,0.0,12.3,32.2,27.1,98.0,0.0,0.9
54,Adilabad,Adilabad Urban,23-Jan-22,0.0,16.4,34.1,24.0,94.7,0.0,1.6
55,Adilabad,Adilabad Urban,24-Jan-22,0.0,12.5,31.2,26.7,91.5,0.0,1.5
56,Adilabad,Adilabad Urban,25-Jan-22,0.0,11.1,27.1,29.4,95.9,0.0,1.1
57,Adilabad,Adilabad Urban,26-Jan-22,0.0,10.6,28.8,26.8,98.2,0.0,4.5
58,Adilabad,Adilabad Urban,27-Jan-22,0.0,8.8,28.4,26.2,97.3,0.0,0.9
59,Adilabad,Adilabad Urban,28-Jan-22,0.0,7.2,28.2,24.4,98.4,0.0,2.6
60,Adilabad,Adilabad Urban,29-Jan-22,0.0,6.6,26.9,21.6,98.2,0.0,1.8
61,Adilabad,Adilabad Urban,30-Jan-22,0.0,6.9,29.6,17.9,97.6,0.0,1.1
62,Adilabad,Adilabad Urban,31-Jan-22,0.0,8.7,32.2,16.9,98.4,0.0,0.6
63,Adilabad,Bazarhathnoor,01-Jan-22,0.0,13.1,23.7,71.7,96.5,0.0,2.9
64,Adilabad,Bazarhathnoor,02-Jan-22,0.0,13.7,27.0,54.4,96.0,0.0,4.3
65,Adilabad,Bazarhathnoor,03-Jan-22,0.0,12.1,28.4,48.1,94.0,0.0,3.4
66,Adilabad,Bazarhathnoor,04-Jan-22,0.0,10.9,27.1,43.7,95.7,0.0,3.0
67,Adilabad,Bazarhathnoor,05-Jan-22,0.0,10.3,27.4,41.4,92.0,0.0,4.0
68,Adilabad,Bazarhathnoor,06-Jan-22,0.0,12.0,28.3,48.1,95.3,0.0,2.7
69,Adilabad,Bazarhathnoor,07-Jan-22,0.0,11.2,28.3,48.7,95.3,0.0,3.5
70,Adilabad,Bazarhathnoor,08-Jan-22,0.0,12.7,27.6,42.0,94.0,0.0,6.3
71,Adilabad,Bazarhathnoor,09-Jan-22,0.0,16.5,26.6,65.3,95.8,0.0,4.4
72,Adilabad,Bazarhathnoor,10-Jan-22,3.3,16.8,26.5,67.2,97.3,0.0,5.1
73,Adilabad,Bazarhathnoor,11-Jan-22,9.9,18.4,23.6,77.8,97.3,0.0,4.6
74,Adilabad,Bazarhathnoor,12-Jan-22,11.5,18.2,22.0,83.1,96.3,0.0,3.7
75,Adilabad,Bazarhathnoor,13-Jan-22,0.0,15.9,19.3,86.7,95.5,0.0,4.6
76,Adilabad,Bazarhathnoor,14-Jan-22,19.7,18.5,23.2,76.6,95.2,0.0,5.4
77,Adilabad,Bazarhathnoor,15-Jan-22,0.0,17.4,26.8,58.4,96.7,0.1,4.0
78,Adilabad,Bazarhathnoor,16-Jan-22,0.0,14.7,18.9,86.7,96.2,0.1,4.1
79,Adilabad,Bazarhathnoor,17-Jan-22,0.0,15.5,25.0,65.3,95.7,0.0,2.6
80,Adilabad,Bazarhathnoor,18-Jan-22,0.0,12.6,27.6,50.4,96.3,0.1,2.8
81,Adilabad,Bazarhathnoor,19-Jan-22,0.0,13.4,27.2,54.4,96.7,0.1,3.8
82,Adilabad,Bazarhathnoor,20-Jan-22,0.0,12.6,26.6,50.4,92.3,0.1,2.7
83,Adilabad,Bazarhathnoor,21-Jan-22,0.0,12.4,28.9,35.2,91.7,0.0,3.6
84,Adilabad,Bazarhathnoor,22-Jan-22,0.0,11.6,27.8,39.7,89.6,0.1,4.0
85,Adilabad,Bazarhathnoor,23-Jan-22,0.0,14.8,29.4,42.3,90.7,0.0,3.4
86,Adilabad,Bazarhathnoor,24-Jan-22,0.0,13.8,25.6,52.0,80.0,0.1,8.3
87,Adilabad,Bazarhathnoor,25-Jan-22,0.0,13.9,23.3,51.1,83.0,0.1,4.9
88,Adilabad,Bazarhathnoor,26-Jan-22,0.0,10.8,24.1,47.2,86.9,0.1,5.4
89,Adilabad,Bazarhathnoor,27-Jan-22,0.0,12.8,23.8,49.0,82.6,0.0,5.2
90,Adilabad,Bazarhathnoor,28-Jan-22,0.0,11.2,24.1,43.3,83.6,0.1,4.1
91,Adilabad,Bazarhathnoor,29-Jan-22,0.0,7.2,23.9,37.2,89.8,0.2,3.7
92,Adilabad,Bazarhathnoor,30-Jan-22,0.0,7.7,26.4,31.9,92.7,0.0,3.0
93,Adilabad,Bazarhathnoor,31-Jan-22,0.0,9.5,28.7,25.4,85.1,0.0,4.3
94,Adilabad,Bela,01-Jan-22,0.0,14.5,25.2,69.3,100.0,0.0,1.4
95,Adilabad,Bela,02-Jan-22,0.0,13.4,29.6,40.5,100.0,0.0,0.6
96,Adilabad,Bela,03-Jan-22,0.0,13.4,30.5,32.8,100.0,0.0,1.3
97,Adilabad,Bela,04-Jan-22,0.0,11.8,30.2,36.2,100.0,0.0,1.3
98,Adilabad,Bela,05-Jan-22,0.0,10.4,30.9,28.2,100.0,0.0,1.7
99,Adilabad,Bela,06-Jan-22,0.0,13.5,31.8,35.4,100.0,0.0,1.4
100,Adilabad,Bela,07-Jan-22,0.0,13.8,32.5,30.4,98.8,0.0,1.5
101,Adilabad,Bela,08-Jan-22,0.0,14.9,32.1,27.9,93.4,0.0,3.2
102,Adilabad,Bela,09-Jan-22,0.0,21.2,32.1,38.2,84.8,0.1,2.6
103,Adilabad,Bela,10-Jan-22,4.1,17.9,31.3,45.9,100.0,0.0,2.9
104,Adilabad,Bela,11-Jan-22,7.2,19.2,24.2,81.9,100.0,0.0,1.3
105,Adilabad,Bela,12-Jan-22,1.5,17.6,24.0,77.7,100.0,0.0,1.4
106,Adilabad,Bela,13-Jan-22,0.0,15.1,22.1,83.0,100.0,0.0,0.9
107,Adilabad,Bela,14-Jan-22,5.3,18.0,26.5,71.9,100.0,0.0,1.7
108,Adilabad,Bela,15-Jan-22,0.0,17.7,30.3,71.4,100.0,0.1,1.6
109,Adilabad,Bela,16-Jan-22,0.0,15.3,21.2,85.9,100.0,0.0,0.9
110,Adilabad,Bela,17-Jan-22,0.0,13.6,27.7,62.7,100.0,0.0,1.6
111,Adilabad,Bela,18-Jan-22,0.0,13.5,31.7,38.7,100.0,0.0,1.4
112,Adilabad,Bela,19-Jan-22,0.0,13.6,29.9,41.6,100.0,0.0,1.1
113,Adilabad,Bela,20-Jan-22,0.0,11.0,29.7,31.5,100.0,0.0,1.2
114,Adilabad,Bela,21-Jan-22,0.0,14.7,31.9,21.4,96.8,0.0,0.8
115,Adilabad,Bela,22-Jan-22,0.0,11.8,30.9,22.5,93.0,0.0,2.3
116,Adilabad,Bela,23-Jan-22,0.0,17.7,32.8,23.3,89.5,0.0,2.1
117,Adilabad,Bela,24-Jan-22,0.0,13.7,29.4,31.5,83.5,0.0,2.1
118,Adilabad,Bela,25-Jan-22,0.0,11.1,26.6,35.9,93.0,0.0,1.4
119,Adilabad,Bela,26-Jan-22,0.0,9.9,27.2,31.8,95.8,0.0,1.8
120,Adilabad,Bela,27-Jan-22,0.0,8.8,27.9,29.9,95.9,0.0,1.0
121,Adilabad,Bela,28-Jan-22,0.0,7.8,27.6,26.1,92.6,0.0,1.3
122,Adilabad,Bela,29-Jan-22,0.0,7.1,28.0,22.2,92.1,0.0,1.5
123,Adilabad,Bela,30-Jan-22,0.0,6.3,30.9,14.1,94.6,0.0,1.4
124,Adilabad,Bela,31-Jan-22,0.0,7.8,32.6,10.6,95.1,0.0,1.5
125,Adilabad,Bheempoor,01-Jan-22,0.0,14.4,24.8,72.5,100.0,0.0,0.5
126,Adilabad,Bheempoor,02-Jan-22,0.0,13.5,29.0,56.5,100.0,0.0,1.6
127,Adilabad,Bheempoor,03-Jan-22,0.0,13.4,30.0,47.4,100.0,0.0,1.3
128,Adilabad,Bheempoor,04-Jan-22,0.0,12.4,28.9,53.1,100.0,0.0,2.4
129,Adilabad,Bheempoor,05-Jan-22,0.0,11.0,29.8,44.1,100.0,0.0,1.3
130,Adilabad,Bheempoor,06-Jan-22,0.0,13.3,29.7,47.1,100.0,0.0,0.5
131,Adilabad,Bheempoor,07-Jan-22,0.0,11.9,30.8,46.6,99.5,0.0,1.7
132,Adilabad,Bheempoor,08-Jan-22,0.0,14.3,29.9,43.3,97.7,0.0,3.8
133,Adilabad,Bheempoor,09-Jan-22,0.0,18.5,29.0,60.9,96.6,0.0,1.6
134,Adilabad,Bheempoor,10-Jan-22,2.0,17.6,30.7,53.1,100.0,0.0,3.1
135,Adilabad,Bheempoor,11-Jan-22,1.3,18.4,24.4,83.2,100.0,0.0,0.6
136,Adilabad,Bheempoor,12-Jan-22,4.0,17.6,24.4,81.8,100.0,0.0,0.5
137,Adilabad,Bheempoor,13-Jan-22,0.0,14.9,21.4,84.0,100.0,0.0,1.4
138,Adilabad,Bheempoor,14-Jan-22,9.3,18.6,26.3,71.7,100.0,0.0,1.0
139,Adilabad,Bheempoor,15-Jan-22,0.0,17.8,27.1,71.1,100.0,0.0,1.0
140,Adilabad,Bheempoor,16-Jan-22,0.0,14.6,21.4,83.7,100.0,0.0,0.7
141,Adilabad,Bheempoor,17-Jan-22,0.0,12.4,26.9,62.2,100.0,0.0,2.3
142,Adilabad,Bheempoor,18-Jan-22,0.0,12.7,29.0,50.4,100.0,0.0,2.1
143,Adilabad,Bheempoor,19-Jan-22,0.0,12.2,29.2,51.3,100.0,0.0,0.5
144,Adilabad,Bheempoor,20-Jan-22,0.0,9.8,28.8,40.4,100.0,0.0,0.8
145,Adilabad,Bheempoor,21-Jan-22,0.0,12.2,30.7,36.4,99.9,0.0,0.8
146,Adilabad,Bheempoor,22-Jan-22,0.0,10.8,30.7,36.4,99.5,0.0,1.4
147,Adilabad,Bheempoor,23-Jan-22,0.0,15.0,31.7,37.7,97.9,0.0,2.6
148,Adilabad,Bheempoor,24-Jan-22,0.0,12.0,28.0,42.3,92.0,0.0,2.3
149,Adilabad,Bheempoor,25-Jan-22,0.0,12.0,25.9,47.3,93.6,0.0,1.3
150,Adilabad,Bheempoor,26-Jan-22,0.0,9.7,26.6,40.3,97.3,0.0,1.5
151,Adilabad,Bheempoor,27-Jan-22,0.0,7.6,26.1,42.0,96.4,0.0,0.9
152,Adilabad,Bheempoor,28-Jan-22,0.0,5.7,26.9,36.0,98.5,0.0,1.5
153,Adilabad,Bheempoor,29-Jan-22,0.0,4.9,26.3,36.3,98.5,0.0,1.6
154,Adilabad,Bheempoor,30-Jan-22,0.0,5.7,28.8,30.2,96.1,0.0,1.3
155,Adilabad,Bheempoor,31-Jan-22,0.0,6.2,31.5,23.0,95.3,0.0,1.5
156,Adilabad,Boath,01-Jan-22,0.0,12.0,25.0,65.0,95.9,0.0,4.3
157,Adilabad,Boath,02-Jan-22,0.0,13.2,28.5,52.9,97.4,0.0,7.2
158,Adilabad,Boath,03-Jan-22,0.0,11.9,30.8,45.0,94.2,0.0,5.5
159,Adilabad,Boath,04-Jan-22,0.0,10.4,28.5,42.5,93.8,0.0,4.3
160,Adilabad,Boath,05-Jan-22,0.0,9.9,29.1,37.7,93.1,0.0,5.9
161,Adilabad,Boath,06-Jan-22,0.0,11.8,30.4,43.1,94.0,0.0,4.0
162,Adilabad,Boath,07-Jan-22,0.0,10.8,30.4,38.9,94.1,0.0,5.2
163,Adilabad,Boath,08-Jan-22,0.0,12.9,29.0,38.3,94.6,0.0,9.6
164,Adilabad,Boath,09-Jan-22,0.0,17.2,27.5,59.8,95.8,0.0,7.2
165,Adilabad,Boath,10-Jan-22,0.3,16.3,29.3,55.9,97.3,0.0,7.4
166,Adilabad,Boath,11-Jan-22,7.7,17.7,24.5,73.1,98.1,0.0,7.2
167,Adilabad,Boath,12-Jan-22,2.0,16.4,22.9,81.5,98.3,0.0,5.8
168,Adilabad,Boath,13-Jan-22,0.0,14.2,20.4,85.1,98.5,0.0,6.5
169,Adilabad,Boath,14-Jan-22,1.9,17.7,24.6,71.1,97.7,0.0,8.9
170,Adilabad,Boath,15-Jan-22,0.0,17.1,27.4,56.8,96.5,0.0,6.2
171,Adilabad,Boath,16-Jan-22,0.0,12.7,20.3,84.9,96.2,0.0,6.4
172,Adilabad,Boath,17-Jan-22,0.0,13.2,27.1,58.6,97.7,0.0,3.0
173,Adilabad,Boath,18-Jan-22,0.0,12.9,28.8,48.0,100.0,0.0,3.5
174,Adilabad,Boath,19-Jan-22,0.0,13.7,27.9,45.2,94.4,0.0,5.7
175,Adilabad,Boath,20-Jan-22,0.0,13.4,27.6,36.2,92.8,0.0,3.8
176,Adilabad,Boath,21-Jan-22,0.0,14.7,30.4,32.2,84.2,0.0,5.3
177,Adilabad,Boath,22-Jan-22,0.0,13.9,29.4,37.0,80.1,0.0,4.0
178,Adilabad,Boath,23-Jan-22,0.0,15.9,30.0,36.0,88.8,0.0,3.7
179,Adilabad,Boath,24-Jan-22,0.0,13.8,27.1,45.5,82.4,0.0,14.6
180,Adilabad,Boath,25-Jan-22,0.0,13.9,23.9,47.5,78.5,0.0,7.1
181,Adilabad,Boath,26-Jan-22,0.0,12.2,25.5,43.6,80.6,0.0,9.2
182,Adilabad,Boath,27-Jan-22,0.0,12.0,25.5,40.5,83.9,0.0,8.3
183,Adilabad,Boath,28-Jan-22,0.0,10.1,24.9,40.7,76.7,0.0,6.0
184,Adilabad,Boath,29-Jan-22,0.0,8.0,25.7,27.7,84.2,0.0,5.2
185,Adilabad,Boath,30-Jan-22,0.0,8.5,28.0,30.0,82.2,0.0,4.4
186,Adilabad,Boath,31-Jan-22,0.0,10.3,30.3,22.1,79.5,0.0,6.2
187,Adilabad,Gadiguda,01-Jan-22,0.0,14.0,24.3,68.5,100.0,0.0,2.6
188,Adilabad,Gadiguda,02-Jan-22,0.0,13.9,27.7,49.5,100.0,0.0,0.2
189,Adilabad,Gadiguda,03-Jan-22,0.0,13.6,28.2,42.5,100.0,0.0,0.6
190,Adilabad,Gadiguda,04-Jan-22,0.0,12.7,27.7,47.1,100.0,0.0,0.5
191,Adilabad,Gadiguda,05-Jan-22,0.0,11.7,28.9,37.1,97.9,0.0,1.2
192,Adilabad,Gadiguda,06-Jan-22,0.0,15.2,30.4,32.8,96.4,0.0,1.4
193,Adilabad,Gadiguda,07-Jan-22,0.0,13.7,30.9,38.2,98.6,0.0,1.4
194,Adilabad,Gadiguda,08-Jan-22,0.0,15.4,30.3,37.7,99.2,0.0,3.2
195,Adilabad,Gadiguda,09-Jan-22,0.0,17.7,27.9,53.6,99.6,0.1,2.6
196,Adilabad,Gadiguda,10-Jan-22,32.8,19.3,28.5,56.7,99.1,0.0,2.0
197,Adilabad,Gadiguda,11-Jan-22,29.3,18.6,23.2,87.0,100.0,0.0,0.7
198,Adilabad,Gadiguda,12-Jan-22,22.0,17.8,23.6,78.2,100.0,0.0,0.7
199,Adilabad,Gadiguda,13-Jan-22,0.0,16.0,19.8,87.8,99.7,0.0,0.6
200,Adilabad,Gadiguda,14-Jan-22,4.2,18.3,24.7,72.2,93.8,0.0,1.2
201,Adilabad,Gadiguda,15-Jan-22,0.0,17.8,26.7,67.2,96.7,0.2,0.9
202,Adilabad,Gadiguda,16-Jan-22,0.0,14.9,19.4,86.5,100.0,0.0,1.1
203,Adilabad,Gadiguda,17-Jan-22,0.0,15.0,27.3,57.2,100.0,0.0,1.6
204,Adilabad,Gadiguda,18-Jan-22,0.0,13.0,28.4,45.2,100.0,0.0,1.3
205,Adilabad,Gadiguda,19-Jan-22,0.0,14.4,27.4,48.3,99.7,0.0,1.1
206,Adilabad,Gadiguda,20-Jan-22,0.0,11.6,26.9,42.5,99.8,0.0,0.9
207,Adilabad,Gadiguda,21-Jan-22,0.0,15.4,29.6,30.8,96.8,0.0,0.5
208,Adilabad,Gadiguda,22-Jan-22,0.0,14.3,28.3,35.1,87.6,0.0,2.3
209,Adilabad,Gadiguda,23-Jan-22,0.0,17.4,30.7,34.2,85.6,0.0,2.1
210,Adilabad,Gadiguda,24-Jan-22,0.0,14.9,26.2,42.5,82.0,0.0,2.1
211,Adilabad,Gadiguda,25-Jan-22,0.0,11.2,23.8,45.6,96.0,0.0,1.4
212,Adilabad,Gadiguda,26-Jan-22,0.0,11.4,24.1,42.7,87.8,0.0,0.8
213,Adilabad,Gadiguda,27-Jan-22,0.0,10.8,25.0,39.9,91.6,0.0,0.9
214,Adilabad,Gadiguda,28-Jan-22,0.0,7.8,24.4,39.3,95.8,0.0,0.8
215,Adilabad,Gadiguda,29-Jan-22,0.0,7.7,24.8,30.9,95.4,0.0,1.0
216,Adilabad,Gadiguda,30-Jan-22,0.0,7.9,28.1,22.9,95.8,0.0,1.2
217,Adilabad,Gadiguda,31-Jan-22,0.0,8.8,30.2,17.0,94.5,0.0,1.5
218,Adilabad,Gudihathnur,01-Jan-22,0.0,15.3,24.4,73.4,95.2,0.0,1.9
219,Adilabad,Gudihathnur,02-Jan-22,0.0,14.7,28.4,56.8,95.2,0.0,1.5
220,Adilabad,Gudihathnur,03-Jan-22,0.0,13.8,29.8,48.2,91.9,0.0,1.6
221,Adilabad,Gudihathnur,04-Jan-22,0.0,13.4,28.8,48.9,92.4,0.0,1.7
222,Adilabad,Gudihathnur,05-Jan-22,0.0,11.4,29.2,38.9,89.2,0.0,1.7
223,Adilabad,Gudihathnur,06-Jan-22,0.0,15.3,30.9,46.4,92.6,0.0,1.6
224,Adilabad,Gudihathnur,07-Jan-22,0.0,13.8,30.2,45.8,90.8,0.0,1.9
225,Adilabad,Gudihathnur,08-Jan-22,0.0,15.6,28.8,46.6,91.6,0.0,1.9
226,Adilabad,Gudihathnur,09-Jan-22,0.0,18.1,29.4,59.4,91.8,0.0,2.0
227,Adilabad,Gudihathnur,10-Jan-22,11.2,18.2,28.2,68.9,96.5,0.0,2.5
228,Adilabad,Gudihathnur,11-Jan-22,40.3,16.4,23.0,84.3,96.5,0.0,1.1
229,Adilabad,Gudihathnur,12-Jan-22,4.9,17.9,21.7,92.0,96.7,0.0,1.4
230,Adilabad,Gudihathnur,13-Jan-22,0.0,15.7,19.6,87.0,96.3,0.0,1.6
231,Adilabad,Gudihathnur,14-Jan-22,4.0,17.1,24.7,74.0,96.5,0.0,2.0
232,Adilabad,Gudihathnur,15-Jan-22,0.0,16.7,27.4,59.4,96.5,0.0,1.9
233,Adilabad,Gudihathnur,16-Jan-22,0.0,14.9,19.6,86.5,96.3,0.0,2.3
234,Adilabad,Gudihathnur,17-Jan-22,0.0,14.8,26.1,70.2,96.3,0.0,1.7
235,Adilabad,Gudihathnur,18-Jan-22,0.0,13.7,29.4,49.9,91.3,0.0,0.9
236,Adilabad,Gudihathnur,19-Jan-22,0.0,14.6,29.4,51.2,89.9,0.0,1.4
237,Adilabad,Gudihathnur,20-Jan-22,0.0,11.2,28.5,47.8,92.7,0.0,1.9
238,Adilabad,Gudihathnur,21-Jan-22,0.0,13.1,31.1,34.7,87.1,0.0,1.4
239,Adilabad,Gudihathnur,22-Jan-22,0.0,11.5,29.3,36.8,85.1,0.0,2.7
240,Adilabad,Gudihathnur,23-Jan-22,0.0,14.9,32.5,36.5,86.8,0.0,2.8
241,Adilabad,Gudihathnur,24-Jan-22,0.0,13.8,27.1,47.8,73.6,0.0,3.0
242,Adilabad,Gudihathnur,25-Jan-22,0.0,12.6,24.5,49.1,76.4,0.0,2.0
243,Adilabad,Gudihathnur,26-Jan-22,0.0,11.9,25.3,46.2,79.0,0.0,2.1
244,Adilabad,Gudihathnur,27-Jan-22,0.0,10.7,25.8,43.3,77.2,0.0,2.4
245,Adilabad,Gudihathnur,28-Jan-22,0.0,9.9,25.5,40.5,80.4,0.0,2.2
246,Adilabad,Gudihathnur,29-Jan-22,0.0,8.2,26.1,33.6,79.8,0.0,2.1
247,Adilabad,Gudihathnur,30-Jan-22,0.0,7.7,28.5,29.7,79.3,0.0,1.5
248,Adilabad,Gudihathnur,31-Jan-22,0.0,9.1,32.1,19.6,80.7,0.0,1.6
249,Adilabad,Ichoda,01-Jan-22,0.0,15.4,24.4,74.5,96.6,0.0,1.9
250,Adilabad,Ichoda,02-Jan-22,0.0,15.3,27.6,50.4,100.0,0.0,1.5
251,Adilabad,Ichoda,03-Jan-22,0.0,15.4,28.4,45.2,100.0,0.0,1.6
252,Adilabad,Ichoda,04-Jan-22,0.0,12.9,28.4,49.6,92.9,0.0,1.7
253,Adilabad,Ichoda,05-Jan-22,0.0,12.8,28.6,37.6,83.3,0.0,1.7
254,Adilabad,Ichoda,06-Jan-22,0.0,16.3,29.1,43.5,99.5,0.0,1.6
255,Adilabad,Ichoda,07-Jan-22,0.0,13.2,29.5,48.0,100.0,0.0,1.9
256,Adilabad,Ichoda,08-Jan-22,0.0,14.9,28.5,47.5,91.5,0.0,1.9
257,Adilabad,Ichoda,09-Jan-22,0.0,17.9,28.0,63.5,93.4,0.0,2.0
258,Adilabad,Ichoda,10-Jan-22,4.1,18.5,28.1,67.0,100.0,0.0,2.5
259,Adilabad,Ichoda,11-Jan-22,19.8,17.8,23.3,95.2,100.0,0.0,1.1
260,Adilabad,Ichoda,12-Jan-22,5.1,17.9,22.9,84.7,100.0,0.0,1.4
261,Adilabad,Ichoda,13-Jan-22,0.0,16.4,19.9,90.4,100.0,0.0,1.6
262,Adilabad,Ichoda,14-Jan-22,4.8,18.8,24.4,74.4,100.0,0.0,2.0
263,Adilabad,Ichoda,15-Jan-22,0.0,16.9,26.9,54.7,100.0,0.0,1.9
264,Adilabad,Ichoda,16-Jan-22,0.0,15.4,19.5,90.9,100.0,0.0,2.3
265,Adilabad,Ichoda,17-Jan-22,0.0,16.1,25.4,62.9,100.0,0.0,1.7
266,Adilabad,Ichoda,18-Jan-22,0.0,15.5,27.7,50.2,93.0,0.0,0.9
267,Adilabad,Ichoda,19-Jan-22,0.0,15.3,28.1,46.3,93.0,0.0,1.4
268,Adilabad,Ichoda,20-Jan-22,0.0,13.6,28.1,41.9,89.0,0.0,1.9
269,Adilabad,Ichoda,21-Jan-22,0.0,16.4,29.4,31.5,79.3,0.0,1.4
270,Adilabad,Ichoda,22-Jan-22,0.0,15.5,28.8,34.2,70.1,0.0,2.7
271,Adilabad,Ichoda,23-Jan-22,0.0,16.4,30.1,36.1,87.9,0.0,2.8
272,Adilabad,Ichoda,24-Jan-22,0.0,13.5,26.4,45.2,76.1,0.0,3.0
