record_number,district,mandal,date,rain_mm,min_temp_c,max_temp_c,min_humidity,max_humidity,min_wind_speed_kmph,max_wind_speed_kmph
10009,Narayanpet,Maganoor,19-Apr-21,0.0,26.6,38.2,28.3,70.4,0.0,10.7
10010,Narayanpet,Maganoor,20-Apr-21,0.0,26.7,38.4,26.1,83.7,0.0,11.6
10011,Narayanpet,Maganoor,21-Apr-21,0.0,25.2,38.5,27.0,84.1,0.0,12.4
10012,Narayanpet,Maganoor,22-Apr-21,0.0,25.3,37.2,36.2,76.4,0.0,9.3
10013,Narayanpet,Maganoor,23-Apr-21,2.8,24.0,37.0,37.5,96.9,0.0,33.3
10014,Narayanpet,Maganoor,24-Apr-21,0.0,24.4,36.5,38.2,84.5,0.0,9.8
10015,Narayanpet,Maganoor,25-Apr-21,0.0,27.8,37.0,39.9,83.7,0.0,7.3
10016,Narayanpet,Maganoor,26-Apr-21,0.0,27.4,38.2,29.6,69.6,0.0,15.0
10017,Narayanpet,Maganoor,27-Apr-21,0.0,27.2,38.5,20.7,47.0,0.0,15.7
10018,Narayanpet,Maganoor,28-Apr-21,1.0,27.0,39.1,20.5,72.8,0.0,13.1
10019,Narayanpet,Maganoor,29-Apr-21,0.0,24.4,39.8,21.6,57.4,0.0,11.9
10020,Narayanpet,Maganoor,30-Apr-21,0.0,24.7,39.3,23.3,51.9,0.0,21.0
10021,Narayanpet,Makthal,01-Apr-21,0.0,21.0,40.3,6.2,40.0,0.0,16.0
10022,Narayanpet,Makthal,02-Apr-21,0.0,24.1,41.6,8.9,55.9,0.0,15.1
10023,Narayanpet,Makthal,03-Apr-21,0.0,22.9,39.8,8.9,38.8,0.0,14.4
10024,Narayanpet,Makthal,04-Apr-21,0.0,24.7,40.3,8.9,61.2,0.0,10.9
10025,Narayanpet,Makthal,05-Apr-21,0.0,24.3,38.7,10.9,51.9,0.0,6.4
10026,Narayanpet,Makthal,06-Apr-21,0.0,24.8,38.3,28.9,73.8,0.0,7.7
10027,Narayanpet,Makthal,07-Apr-21,0.0,23.8,39.2,16.7,83.9,0.0,7.5
10028,Narayanpet,Makthal,08-Apr-21,0.0,26.8,39.2,11.6,55.1,0.0,2.6
10029,Narayanpet,Makthal,09-Apr-21,0.0,25.1,37.7,17.4,58.4,0.0,13.9
10030,Narayanpet,Makthal,10-Apr-21,0.0,25.5,37.2,15.4,71.2,0.0,5.2
10031,Narayanpet,Makthal,11-Apr-21,0.0,24.0,37.3,18.1,83.3,0.0,10.2
10032,Narayanpet,Makthal,12-Apr-21,0.0,25.2,36.5,23.5,83.7,0.0,7.8
10033,Narayanpet,Makthal,13-Apr-21,0.0,25.2,37.2,17.4,72.8,0.0,17.8
10034,Narayanpet,Makthal,14-Apr-21,36.1,20.3,37.2,22.2,99.9,0.0,18.0
10035,Narayanpet,Makthal,15-Apr-21,10.3,20.3,33.7,36.4,99.9,0.0,9.0
10036,Narayanpet,Makthal,16-Apr-21,2.8,21.7,34.6,39.2,98.1,0.0,8.4
10037,Narayanpet,Makthal,17-Apr-21,0.0,24.6,36.5,24.9,97.6,0.0,3.4
10038,Narayanpet,Makthal,18-Apr-21,0.0,26.4,37.2,26.9,79.2,0.0,6.1
10039,Narayanpet,Makthal,19-Apr-21,0.0,27.2,38.8,22.2,65.5,0.0,10.3
10040,Narayanpet,Makthal,20-Apr-21,0.0,25.9,38.3,22.8,79.1,0.0,12.3
10041,Narayanpet,Makthal,21-Apr-21,0.0,25.7,39.3,25.5,76.9,0.0,11.4
10042,Narayanpet,Makthal,22-Apr-21,0.0,26.1,36.7,28.7,78.0,0.0,8.7
10043,Narayanpet,Makthal,23-Apr-21,0.5,24.0,37.1,28.9,79.9,0.0,13.3
10044,Narayanpet,Makthal,24-Apr-21,3.3,23.9,37.2,28.2,83.7,0.0,7.2
10045,Narayanpet,Makthal,25-Apr-21,0.0,27.0,37.0,26.9,83.8,0.0,1.5
10046,Narayanpet,Makthal,26-Apr-21,0.0,26.5,39.1,22.2,71.1,0.0,7.5
10047,Narayanpet,Makthal,27-Apr-21,0.0,27.6,39.3,16.1,48.7,0.0,19.0
10048,Narayanpet,Makthal,28-Apr-21,0.0,26.7,39.5,16.9,48.8,0.0,7.2
10049,Narayanpet,Makthal,29-Apr-21,0.0,24.9,39.5,19.0,64.1,0.0,9.9
10050,Narayanpet,Makthal,30-Apr-21,0.0,25.2,39.7,18.3,56.8,0.0,7.9
10051,Narayanpet,Marikal,01-Apr-21,0.0,23.5,40.4,10.9,39.2,0.0,12.4
10052,Narayanpet,Marikal,02-Apr-21,0.0,24.4,40.0,15.4,45.4,0.0,15.1
10053,Narayanpet,Marikal,03-Apr-21,0.0,24.6,39.4,17.9,37.2,0.0,14.4
10054,Narayanpet,Marikal,04-Apr-21,0.0,24.9,39.7,16.0,55.8,0.0,8.5
10055,Narayanpet,Marikal,05-Apr-21,0.0,25.6,39.0,21.1,62.6,0.0,3.2
10056,Narayanpet,Marikal,06-Apr-21,0.0,24.9,37.3,37.8,74.5,0.0,5.9
10057,Narayanpet,Marikal,07-Apr-21,0.0,24.5,38.6,27.1,71.6,0.0,7.5
10058,Narayanpet,Marikal,08-Apr-21,0.0,26.7,39.1,24.2,60.9,0.0,0.0
10059,Narayanpet,Marikal,09-Apr-21,0.0,24.6,37.6,27.1,59.0,0.0,3.7
10060,Narayanpet,Marikal,10-Apr-21,0.0,25.5,38.2,24.0,63.5,0.0,5.2
10061,Narayanpet,Marikal,11-Apr-21,0.0,23.5,36.6,28.3,71.6,0.0,4.8
10062,Narayanpet,Marikal,12-Apr-21,0.0,24.7,35.6,35.7,73.2,0.0,7.8
10063,Narayanpet,Marikal,13-Apr-21,0.0,24.9,36.8,31.9,75.9,0.0,14.0
10064,Narayanpet,Marikal,14-Apr-21,21.8,20.7,36.8,27.2,92.9,0.0,11.3
10065,Narayanpet,Marikal,15-Apr-21,41.5,20.8,34.0,53.1,96.3,0.0,10.0
10066,Narayanpet,Marikal,16-Apr-21,3.0,21.8,34.3,44.5,90.4,0.0,5.1
10067,Narayanpet,Marikal,17-Apr-21,0.0,24.1,37.0,28.2,83.2,0.0,1.9
10068,Narayanpet,Marikal,18-Apr-21,0.0,25.9,36.5,33.7,76.4,0.0,3.3
10069,Narayanpet,Marikal,19-Apr-21,0.0,26.9,39.0,25.0,70.7,0.0,5.0
10070,Narayanpet,Marikal,20-Apr-21,0.0,25.8,37.6,26.1,77.3,0.0,5.8
10071,Narayanpet,Marikal,21-Apr-21,0.0,25.1,37.4,33.9,77.1,0.0,11.0
10072,Narayanpet,Marikal,22-Apr-21,0.0,25.4,39.3,34.0,76.4,0.0,8.6
10073,Narayanpet,Marikal,23-Apr-21,0.0,23.4,36.0,40.5,85.5,0.0,16.2
10074,Narayanpet,Marikal,24-Apr-21,0.0,23.9,36.7,34.7,76.2,0.0,5.0
10075,Narayanpet,Marikal,25-Apr-21,0.0,26.2,37.0,31.9,76.5,0.0,1.5
10076,Narayanpet,Marikal,26-Apr-21,0.0,26.3,39.4,40.7,66.5,0.0,7.8
10077,Narayanpet,Marikal,27-Apr-21,0.0,27.7,39.9,21.2,57.1,0.0,17.1
10078,Narayanpet,Marikal,28-Apr-21,0.0,26.2,39.5,21.5,62.3,0.0,7.2
10079,Narayanpet,Marikal,29-Apr-21,0.0,23.5,38.4,29.3,69.5,0.0,4.5
10080,Narayanpet,Marikal,30-Apr-21,0.0,24.5,40.0,28.8,70.0,0.0,10.6
10081,Narayanpet,Narayanpet,01-Apr-21,0.0,22.2,40.3,5.4,44.7,0.0,8.4
10082,Narayanpet,Narayanpet,02-Apr-21,0.0,23.2,39.7,7.4,38.5,0.0,11.1
10083,Narayanpet,Narayanpet,03-Apr-21,0.0,21.3,39.4,8.0,38.2,0.0,7.1
10084,Narayanpet,Narayanpet,04-Apr-21,0.0,24.3,39.9,6.7,57.8,0.0,9.5
10085,Narayanpet,Narayanpet,05-Apr-21,0.0,22.5,39.2,9.6,56.7,0.0,9.6
10086,Narayanpet,Narayanpet,06-Apr-21,0.0,23.4,37.1,29.7,84.2,0.0,8.2
10087,Narayanpet,Narayanpet,07-Apr-21,0.0,23.0,39.3,18.4,79.0,0.0,3.3
10088,Narayanpet,Narayanpet,08-Apr-21,0.0,25.7,38.3,14.7,57.1,0.0,3.4
10089,Narayanpet,Narayanpet,09-Apr-21,0.0,24.1,37.6,17.7,49.8,0.0,5.9
10090,Narayanpet,Narayanpet,10-Apr-21,0.0,25.2,38.6,15.2,64.0,0.0,8.2
10091,Narayanpet,Narayanpet,11-Apr-21,0.0,23.2,36.9,16.2,72.2,0.0,6.6
10092,Narayanpet,Narayanpet,12-Apr-21,0.0,23.6,36.7,23.4,69.3,0.0,5.4
10093,Narayanpet,Narayanpet,13-Apr-21,0.0,23.5,37.4,24.2,65.2,0.0,15.5
10094,Narayanpet,Narayanpet,14-Apr-21,12.8,19.7,35.6,26.4,100.0,0.0,27.0
10095,Narayanpet,Narayanpet,15-Apr-21,34.0,18.6,33.9,29.5,100.0,0.0,9.1
10096,Narayanpet,Narayanpet,16-Apr-21,3.6,21.2,33.7,38.1,100.0,0.0,9.6
10097,Narayanpet,Narayanpet,17-Apr-21,0.0,23.7,37.0,26.7,84.7,0.0,8.5
10098,Narayanpet,Narayanpet,18-Apr-21,0.0,25.6,36.8,33.3,81.4,0.0,4.0
10099,Narayanpet,Narayanpet,19-Apr-21,0.0,27.0,37.7,27.2,64.1,0.0,9.7
10100,Narayanpet,Narayanpet,20-Apr-21,0.0,25.0,38.5,20.6,84.7,0.0,7.7
10101,Narayanpet,Narayanpet,21-Apr-21,0.0,24.8,37.3,30.5,80.7,0.0,18.5
10102,Narayanpet,Narayanpet,22-Apr-21,0.0,24.7,37.5,30.1,76.9,0.0,9.0
10103,Narayanpet,Narayanpet,23-Apr-21,4.8,23.0,37.2,36.1,96.7,0.0,17.7
10104,Narayanpet,Narayanpet,24-Apr-21,0.4,23.3,36.7,28.4,96.3,0.0,7.9
10105,Narayanpet,Narayanpet,25-Apr-21,0.0,25.8,37.6,22.4,77.1,0.0,10.0
10106,Narayanpet,Narayanpet,26-Apr-21,0.8,24.7,38.1,24.4,68.1,0.0,10.7
10107,Narayanpet,Narayanpet,27-Apr-21,0.0,25.3,38.5,17.1,50.2,0.0,15.2
10108,Narayanpet,Narayanpet,28-Apr-21,0.9,25.1,39.2,17.3,64.7,0.0,10.1
10109,Narayanpet,Narayanpet,29-Apr-21,0.0,23.0,38.6,19.9,61.7,0.0,10.7
10110,Narayanpet,Narayanpet,30-Apr-21,0.0,22.6,39.5,15.2,58.0,0.0,14.7
10111,Narayanpet,Narva,01-Apr-21,0.0,23.0,41.5,12.7,54.3,0.0,15.6
10112,Narayanpet,Narva,02-Apr-21,0.0,24.3,41.5,15.8,56.6,0.0,14.5
10113,Narayanpet,Narva,03-Apr-21,0.0,22.7,40.8,16.4,50.9,0.0,17.2
10114,Narayanpet,Narva,04-Apr-21,0.0,24.2,40.2,16.4,66.0,0.0,14.2
10115,Narayanpet,Narva,05-Apr-21,0.0,23.5,39.8,25.0,76.7,0.0,8.0
10116,Narayanpet,Narva,06-Apr-21,0.0,23.3,37.6,37.5,88.0,0.0,7.1
10117,Narayanpet,Narva,07-Apr-21,0.0,22.5,39.5,27.4,86.3,0.0,7.6
10118,Narayanpet,Narva,08-Apr-21,0.0,25.2,38.6,24.1,58.5,0.0,7.7
10119,Narayanpet,Narva,09-Apr-21,0.0,22.6,38.1,25.4,67.2,0.0,11.4
10120,Narayanpet,Narva,10-Apr-21,0.0,23.6,38.5,23.4,74.9,0.0,12.1
10121,Narayanpet,Narva,11-Apr-21,0.0,23.0,36.3,28.7,53.2,0.0,4.3
10122,Narayanpet,Narva,12-Apr-21,0.0,24.5,36.7,30.7,80.3,0.0,7.7
10123,Narayanpet,Narva,13-Apr-21,0.0,24.2,37.4,29.4,74.9,0.0,15.6
10124,Narayanpet,Narva,14-Apr-21,10.0,20.5,37.3,29.4,98.5,0.0,16.1
10125,Narayanpet,Narva,15-Apr-21,11.7,20.5,35.8,40.5,99.0,0.1,5.7
10126,Narayanpet,Narva,16-Apr-21,8.9,22.4,36.0,38.6,82.1,0.0,3.7
10127,Narayanpet,Narva,17-Apr-21,0.0,23.4,37.2,34.0,95.4,0.0,3.3
10128,Narayanpet,Narva,18-Apr-21,0.0,25.1,37.5,35.3,82.5,0.0,3.9
10129,Narayanpet,Narva,19-Apr-21,0.0,27.2,38.6,26.7,67.9,0.0,3.9
10130,Narayanpet,Narva,20-Apr-21,0.0,26.6,39.8,28.3,77.3,0.0,4.4
10131,Narayanpet,Narva,21-Apr-21,0.0,24.2,38.2,32.0,80.7,0.1,6.4
10132,Narayanpet,Narva,22-Apr-21,0.0,25.4,37.2,37.0,75.3,0.0,6.1
10133,Narayanpet,Narva,23-Apr-21,0.9,23.6,37.8,37.0,94.9,0.0,8.9
10134,Narayanpet,Narva,24-Apr-21,0.0,25.1,38.6,36.4,82.1,0.1,4.6
10135,Narayanpet,Narva,25-Apr-21,0.0,27.0,38.1,28.3,74.2,0.0,1.6
10136,Narayanpet,Narva,26-Apr-21,0.0,25.8,39.1,29.0,62.3,0.0,5.0
10137,Narayanpet,Narva,27-Apr-21,0.0,26.8,38.8,20.2,58.0,0.0,11.3
10138,Narayanpet,Narva,28-Apr-21,0.0,25.8,40.0,23.0,63.7,0.0,4.8
10139,Narayanpet,Narva,29-Apr-21,0.0,22.4,40.5,24.3,77.3,0.1,3.5
10140,Narayanpet,Narva,30-Apr-21,0.0,23.5,39.5,25.7,75.3,0.0,4.9
10141,Narayanpet,Utkoor,01-Apr-21,0.0,21.3,39.8,8.5,46.7,0.0,12.4
10142,Narayanpet,Utkoor,02-Apr-21,0.0,23.3,39.6,11.1,46.6,0.0,15.1
10143,Narayanpet,Utkoor,03-Apr-21,0.0,21.6,39.2,11.7,40.8,0.0,14.4
10144,Narayanpet,Utkoor,04-Apr-21,0.0,24.2,39.9,10.9,59.0,0.0,8.5
10145,Narayanpet,Utkoor,05-Apr-21,0.0,24.3,38.3,13.2,59.7,0.0,3.2
10146,Narayanpet,Utkoor,06-Apr-21,0.0,23.9,37.5,31.9,75.7,0.0,5.9
10147,Narayanpet,Utkoor,07-Apr-21,0.0,23.0,38.4,22.9,71.2,0.0,7.5
10148,Narayanpet,Utkoor,08-Apr-21,0.0,26.2,37.8,17.6,56.7,0.0,0.0
10149,Narayanpet,Utkoor,09-Apr-21,0.0,24.1,37.3,20.9,58.8,0.0,3.7
10150,Narayanpet,Utkoor,10-Apr-21,0.0,25.1,37.5,17.6,61.9,0.0,5.2
10151,Narayanpet,Utkoor,11-Apr-21,0.0,23.3,37.2,20.7,73.1,0.0,4.8
10152,Narayanpet,Utkoor,12-Apr-21,0.0,24.8,35.7,28.9,69.4,0.0,7.8
10153,Narayanpet,Utkoor,13-Apr-21,0.0,24.8,36.6,28.4,69.6,0.0,10.1
10154,Narayanpet,Utkoor,14-Apr-21,16.7,20.4,36.8,27.2,99.9,0.0,27.0
10155,Narayanpet,Utkoor,15-Apr-21,32.9,19.6,33.8,39.4,99.9,0.0,5.0
10156,Narayanpet,Utkoor,16-Apr-21,7.6,21.5,33.8,44.2,99.8,0.0,11.1
10157,Narayanpet,Utkoor,17-Apr-21,0.0,23.5,37.6,25.5,89.8,0.0,1.9
10158,Narayanpet,Utkoor,18-Apr-21,0.0,25.7,36.2,31.9,79.5,0.0,3.3
10159,Narayanpet,Utkoor,19-Apr-21,0.0,26.6,37.8,20.7,63.6,0.0,5.0
10160,Narayanpet,Utkoor,20-Apr-21,0.0,24.9,38.0,22.7,75.6,0.0,5.8
10161,Narayanpet,Utkoor,21-Apr-21,0.0,24.6,36.9,28.6,73.3,0.0,14.1
10162,Narayanpet,Utkoor,22-Apr-21,0.0,24.9,37.6,29.4,73.3,0.0,8.4
10163,Narayanpet,Utkoor,23-Apr-21,1.3,23.2,36.6,34.1,93.4,0.0,28.1
10164,Narayanpet,Utkoor,24-Apr-21,4.8,23.0,36.5,29.9,91.9,0.0,5.1
10165,Narayanpet,Utkoor,25-Apr-21,0.0,26.0,36.0,30.5,76.8,0.0,1.5
10166,Narayanpet,Utkoor,26-Apr-21,0.0,26.5,38.5,22.6,62.5,0.0,14.4
10167,Narayanpet,Utkoor,27-Apr-21,0.0,26.8,38.1,17.7,51.4,0.0,15.2
10168,Narayanpet,Utkoor,28-Apr-21,0.8,25.2,37.8,19.8,68.4,0.0,7.2
10169,Narayanpet,Utkoor,29-Apr-21,0.0,22.6,38.0,20.5,64.9,0.0,4.5
10170,Narayanpet,Utkoor,30-Apr-21,0.0,24.2,38.3,20.3,59.2,0.0,14.7
10171,Nirmal,Basar,01-Apr-21,0.0,22.5,39.6,12.4,46.0,0.0,9.0
10172,Nirmal,Basar,02-Apr-21,0.0,22.2,38.4,14.8,44.3,0.0,11.1
10173,Nirmal,Basar,03-Apr-21,0.0,21.0,39.2,13.7,47.8,0.0,8.3
10174,Nirmal,Basar,04-Apr-21,0.0,22.6,39.2,17.7,58.6,0.0,8.1
10175,Nirmal,Basar,05-Apr-21,0.0,21.4,37.2,30.1,68.5,0.0,9.6
10176,Nirmal,Basar,06-Apr-21,0.0,22.7,37.8,25.5,69.4,0.0,8.2
10177,Nirmal,Basar,07-Apr-21,0.0,23.7,39.4,18.6,68.5,0.0,8.9
10178,Nirmal,Basar,08-Apr-21,0.0,26.1,39.1,26.9,68.5,0.0,11.5
10179,Nirmal,Basar,09-Apr-21,0.0,24.9,37.5,25.8,62.7,0.0,11.5
10180,Nirmal,Basar,10-Apr-21,0.0,24.1,37.5,23.6,68.3,0.0,6.9
10181,Nirmal,Basar,11-Apr-21,5.3,22.9,36.8,32.6,100.0,0.0,12.1
10182,Nirmal,Basar,12-Apr-21,0.8,22.8,34.5,44.1,95.1,0.0,10.0
10183,Nirmal,Basar,13-Apr-21,0.0,24.5,35.1,38.1,73.9,0.0,9.6
10184,Nirmal,Basar,14-Apr-21,0.0,24.1,35.9,35.0,69.9,0.0,12.7
10185,Nirmal,Basar,15-Apr-21,1.8,20.2,35.7,37.5,93.0,0.0,20.7
10186,Nirmal,Basar,16-Apr-21,0.0,20.8,34.6,32.2,74.5,0.0,8.2
10187,Nirmal,Basar,17-Apr-21,0.0,22.4,37.1,24.5,65.0,0.0,12.2
10188,Nirmal,Basar,18-Apr-21,0.0,22.0,37.3,30.4,68.4,0.0,10.6
10189,Nirmal,Basar,19-Apr-21,0.0,25.4,38.7,20.9,67.4,0.0,9.4
10190,Nirmal,Basar,20-Apr-21,0.0,23.4,39.4,20.1,58.7,0.0,7.7
10191,Nirmal,Basar,21-Apr-21,0.0,25.9,40.1,19.2,68.3,0.0,10.7
10192,Nirmal,Basar,22-Apr-21,0.0,24.1,37.2,26.7,67.4,0.0,9.8
10193,Nirmal,Basar,23-Apr-21,0.0,25.6,37.6,26.0,65.0,0.0,11.7
10194,Nirmal,Basar,24-Apr-21,0.0,24.0,37.0,30.1,69.0,0.0,9.3
10195,Nirmal,Basar,25-Apr-21,0.0,24.2,38.5,21.2,55.9,0.0,11.0
10196,Nirmal,Basar,26-Apr-21,0.0,27.2,39.2,21.8,51.6,0.0,11.0
10197,Nirmal,Basar,27-Apr-21,0.8,23.2,39.4,24.9,68.4,0.0,12.5
10198,Nirmal,Basar,28-Apr-21,0.0,26.1,38.8,23.7,59.1,0.3,9.9
10199,Nirmal,Basar,29-Apr-21,0.0,25.6,39.9,19.9,46.2,0.0,11.4
10200,Nirmal,Basar,30-Apr-21,0.0,26.6,39.8,20.3,56.4,0.0,10.1
10201,Nirmal,Bhainsa,01-Apr-21,0.0,22.8,40.8,12.5,68.2,0.0,5.1
10202,Nirmal,Bhainsa,02-Apr-21,0.0,21.7,39.5,15.8,51.0,0.1,7.8
10203,Nirmal,Bhainsa,03-Apr-21,0.0,19.3,40.0,13.2,56.9,0.1,4.2
10204,Nirmal,Bhainsa,04-Apr-21,0.0,19.2,40.1,12.5,62.0,0.0,7.1
10205,Nirmal,Bhainsa,05-Apr-21,0.0,22.5,38.1,24.8,77.4,0.0,7.5
10206,Nirmal,Bhainsa,06-Apr-21,0.0,22.3,37.8,25.8,82.0,0.0,8.2
10207,Nirmal,Bhainsa,07-Apr-21,0.0,22.8,40.0,14.0,82.0,0.0,5.4
10208,Nirmal,Bhainsa,08-Apr-21,0.0,23.3,40.1,25.5,74.1,0.0,7.9
10209,Nirmal,Bhainsa,09-Apr-21,0.0,22.7,36.7,23.0,67.5,0.0,7.5
10210,Nirmal,Bhainsa,10-Apr-21,0.0,22.8,37.2,25.1,87.8,0.0,8.1
10211,Nirmal,Bhainsa,11-Apr-21,1.0,21.9,36.8,30.0,91.1,0.0,8.3
10212,Nirmal,Bhainsa,12-Apr-21,0.0,20.6,35.1,41.2,87.8,0.0,5.1
10213,Nirmal,Bhainsa,13-Apr-21,0.0,22.1,36.5,32.7,84.3,0.0,6.5
10214,Nirmal,Bhainsa,14-Apr-21,0.0,23.4,37.9,30.4,76.3,0.1,5.7
10215,Nirmal,Bhainsa,15-Apr-21,0.0,19.3,36.2,26.8,85.6,0.0,11.4
10216,Nirmal,Bhainsa,16-Apr-21,0.0,20.1,35.8,24.1,75.2,0.0,8.0
10217,Nirmal,Bhainsa,17-Apr-21,0.0,21.7,38.1,19.6,71.3,0.1,3.4
10218,Nirmal,Bhainsa,18-Apr-21,0.0,21.4,39.0,25.7,71.3,0.0,6.4
10219,Nirmal,Bhainsa,19-Apr-21,0.0,23.6,39.3,17.0,73.2,0.0,7.2
10220,Nirmal,Bhainsa,20-Apr-21,0.0,23.5,40.3,16.7,60.7,0.0,3.8
10221,Nirmal,Bhainsa,21-Apr-21,0.0,24.2,41.1,17.0,82.5,0.0,7.8
10222,Nirmal,Bhainsa,22-Apr-21,0.0,22.2,39.2,20.7,79.1,0.0,5.2
10223,Nirmal,Bhainsa,23-Apr-21,0.0,23.6,38.2,28.2,68.4,0.0,8.7
10224,Nirmal,Bhainsa,24-Apr-21,0.0,22.4,38.0,20.7,72.8,0.0,5.5
10225,Nirmal,Bhainsa,25-Apr-21,0.0,21.9,39.4,16.4,63.0,0.0,5.3
10226,Nirmal,Bhainsa,26-Apr-21,0.0,26.8,40.9,18.3,53.7,0.0,7.2
10227,Nirmal,Bhainsa,27-Apr-21,4.7,22.9,40.0,22.3,73.2,0.1,11.1
10228,Nirmal,Bhainsa,28-Apr-21,0.0,23.7,39.6,21.0,68.8,0.0,4.6
10229,Nirmal,Bhainsa,29-Apr-21,0.0,23.5,40.8,17.3,58.3,0.0,6.9
10230,Nirmal,Bhainsa,30-Apr-21,0.0,22.7,41.4,18.8,67.5,0.0,6.7
10231,Nirmal,Dastuarabad,01-Apr-21,0.0,23.1,40.1,8.5,51.1,0.0,9.0
10232,Nirmal,Dastuarabad,02-Apr-21,0.0,21.7,40.8,10.4,61.8,0.0,9.4
10233,Nirmal,Dastuarabad,03-Apr-21,0.0,21.3,40.9,10.4,59.2,0.0,8.6
10234,Nirmal,Dastuarabad,04-Apr-21,0.0,22.1,39.6,12.1,78.2,0.0,5.2
10235,Nirmal,Dastuarabad,05-Apr-21,0.0,24.4,36.1,36.5,83.0,0.0,5.4
10236,Nirmal,Dastuarabad,06-Apr-21,0.0,24.1,38.5,40.7,93.4,0.0,6.9
10237,Nirmal,Dastuarabad,07-Apr-21,0.0,24.8,39.9,19.8,79.5,0.0,6.5
10238,Nirmal,Dastuarabad,08-Apr-21,0.0,24.8,37.8,27.8,72.3,0.3,6.5
10239,Nirmal,Dastuarabad,09-Apr-21,0.0,25.4,39.7,17.1,70.2,0.0,6.9
10240,Nirmal,Dastuarabad,10-Apr-21,0.0,24.1,36.2,43.0,78.2,0.0,6.4
10241,Nirmal,Dastuarabad,11-Apr-21,0.0,23.4,35.3,35.5,70.2,0.2,7.7
10242,Nirmal,Dastuarabad,12-Apr-21,0.0,22.8,32.6,38.3,76.1,0.0,4.4
10243,Nirmal,Dastuarabad,13-Apr-21,0.0,22.8,38.1,24.0,67.1,0.0,5.7
10244,Nirmal,Dastuarabad,14-Apr-21,0.0,24.4,36.8,23.1,65.5,0.0,10.4
10245,Nirmal,Dastuarabad,15-Apr-21,0.5,20.9,35.8,24.3,76.2,0.0,16.2
10246,Nirmal,Dastuarabad,16-Apr-21,0.0,22.3,36.7,21.2,71.3,0.0,5.3
10247,Nirmal,Dastuarabad,17-Apr-21,0.0,24.2,37.3,19.5,69.8,0.0,5.5
10248,Nirmal,Dastuarabad,18-Apr-21,0.0,23.0,39.4,20.8,70.2,0.0,6.6
10249,Nirmal,Dastuarabad,19-Apr-21,0.0,25.1,40.0,14.7,73.1,0.0,4.7
10250,Nirmal,Dastuarabad,20-Apr-21,0.0,26.1,41.7,11.0,65.1,0.0,5.2
10251,Nirmal,Dastuarabad,21-Apr-21,0.0,25.3,40.9,20.8,63.3,0.0,6.8
10252,Nirmal,Dastuarabad,22-Apr-21,0.0,23.8,40.0,24.2,75.7,0.0,10.7
10253,Nirmal,Dastuarabad,23-Apr-21,0.0,25.0,39.7,19.8,68.1,0.0,7.4
10254,Nirmal,Dastuarabad,24-Apr-21,0.0,23.5,38.6,20.8,70.6,0.0,3.5
10255,Nirmal,Dastuarabad,25-Apr-21,0.0,23.4,40.8,7.9,62.7,0.0,5.6
10256,Nirmal,Dastuarabad,26-Apr-21,0.0,26.5,39.7,17.9,63.3,0.0,6.2
10257,Nirmal,Dastuarabad,27-Apr-21,3.3,23.8,40.4,15.3,67.2,0.0,7.8
10258,Nirmal,Dastuarabad,28-Apr-21,0.0,23.3,40.5,9.8,64.9,0.0,9.2
10259,Nirmal,Dastuarabad,29-Apr-21,0.0,24.2,40.4,11.0,62.3,0.0,6.6
10260,Nirmal,Dastuarabad,30-Apr-21,0.0,23.9,41.9,7.3,58.3,0.0,8.0
10261,Nirmal,Dilawarpur,01-Apr-21,0.0,21.3,38.8,18.5,60.5,0.0,1.5
10262,Nirmal,Dilawarpur,02-Apr-21,0.0,23.6,38.0,19.7,57.9,0.0,2.8
10263,Nirmal,Dilawarpur,03-Apr-21,0.0,21.1,39.5,18.8,56.9,0.0,11.1
10264,Nirmal,Dilawarpur,04-Apr-21,0.0,21.3,40.0,17.9,62.3,0.0,8.2
10265,Nirmal,Dilawarpur,05-Apr-21,0.0,22.8,36.9,34.9,78.5,0.0,6.3
10266,Nirmal,Dilawarpur,06-Apr-21,0.0,23.7,39.1,35.5,85.6,0.0,9.5
10267,Nirmal,Dilawarpur,07-Apr-21,0.0,23.4,39.7,25.9,94.6,0.0,0.3
10268,Nirmal,Dilawarpur,08-Apr-21,0.0,25.6,37.8,37.2,77.2,0.0,1.1
10269,Nirmal,Dilawarpur,09-Apr-21,0.0,24.2,35.1,35.3,74.2,0.0,2.5
10270,Nirmal,Dilawarpur,10-Apr-21,0.0,23.8,35.9,38.8,92.9,0.0,1.5
10271,Nirmal,Dilawarpur,11-Apr-21,0.8,22.7,35.9,37.5,100.0,0.0,1.8
10272,Nirmal,Dilawarpur,12-Apr-21,0.0,22.2,33.6,53.0,96.9,0.0,2.0
10273,Nirmal,Dilawarpur,13-Apr-21,0.0,22.8,35.8,39.7,88.8,0.0,2.5
10274,Nirmal,Dilawarpur,14-Apr-21,0.0,23.7,37.0,37.9,86.6,0.0,2.9
10275,Nirmal,Dilawarpur,15-Apr-21,0.9,19.7,35.9,30.6,95.6,0.0,3.9
10276,Nirmal,Dilawarpur,16-Apr-21,0.0,22.4,34.2,39.7,81.2,0.0,2.3
10277,Nirmal,Dilawarpur,17-Apr-21,0.0,23.4,36.5,26.6,80.5,0.0,2.1
10278,Nirmal,Dilawarpur,18-Apr-21,0.0,23.3,37.2,38.3,75.4,0.0,1.8
